text,parent_text,tox_codes_oc,label_oc,tox_codes_ic,label_ic
"I noticed, because the button comes with the 2 hyphens  before your sig.//",Stupid me (I pushed the button!!) '''|''' ,[0. 0. 0.],0,[0. 0. 0.],0
Don't worry about it too much. I know a few admins who probably have an idea. Keep up the good work keeping the crap and vandalism out of 2010 Copiapó mining accident! -  -  ,I thought the SysAdmin for that IP tagged them.  I have no idea...I just had that page on watch in case the person had a question about why I tagged them for unconstructive edits.   ,[1. 0. 1.],1,[0. 0. 1.],0
'Rogering' also has its own ambiguities )  ,"How about ""...he gave her a damn good rogering""? Consensus?  ",[0. 0. 0. 0.],0,[0. 0. 1.],0
"Thanks for the note re CCT & consecration. I've amended the lead of the SW list & St. Paul's Church, Bristol.—  ","Just had an email back from English Heritage. Church of St Martin, Cathedral Close, Exeter is still a B. I've replied asking if we can equate this to II*.—  ",[0. 0. 0.],0,[0. 0. 0.],0
My house is thousands of miles away from you! ;)  | ,Get prepared! I've got a bunch of eggs ready to be thrown at the windows of your house ;-) Happy Halloween.  ,[0. 0. 0.],0,[0. 0. 0.],0
"Damn it, you Canadian, don't get fresh with me! Hey K, take careand give my regards to Mrs. K.  ",Is Merriam-Webster hip enough? ,[0. 1. 1.],1,[1. 0. 1.],1
Should really be discussed at WP:AIRPORTS.  ,"Reply please, dont act dumb because you made these silly rules and now dont have face to discuss them. ",[0. 0. 0.],0,[0. 0. 0.],0
"Crap, sorry they all need to go don't they as the outing is still present in the intermediate versions. Someone else has just reouted again!  ","Thanks, two more need to go as TadjHolmes tried to out the editor that outed them (the versions after the two already done). I've made an edit so that the current version is clean.  ",[0. 0. 0.],0,[0. 0. 1.],0
"Konitsa gave me 3 weeks of rest from POV pushers, and actually it was a blessing. Alexi, Hahn was a scholar, not a traveller. You'd do a good use of your German with a quick read there.  ","Sulmues, be *very* careful about accusing other contributors of ""racism"".  You are on thin ice here.  ",[1.  0.5 0. ],0,[0. 0. 0.],0
There is a big difference between a G10 and an A7 candidate. Treating authors of A7 articles the same way as authors of attack pages is newby biting not deletionism. ''Chequers''," Well that's A7-garage and we're still coming out ahead. I'm really here just suggesting that ''some vandalism'' could be handled immediately and completely, and accurately. —  ·  ",[0. 0. 0.],0,[0. 0. 0.],0
 LMAO. That was too funny that we both went to do it at like the same time. ')   · ," Damn, again. I guess that's as good as it's gonna get for now. I think It'd be a good idea to add the promo singles to her discography page, since for some reason they aren't listed there.   · ",[0. 0. 0.],0,[0. 1. 1.],1
"Dammit, Bugs!  Why did you have to mention the time of day?  Now they something else to argue about! )   ",I think that's correct. It's not like a request for mediation or an RFC/U. ← '''' →,[0. 1. 0.],0,[0. 0. 0.],0
How is it vandalism? ,Damn vandals.  ,[0. 0. 0.],0,[0.  0.  0.5],0
"PS, the review for FIMH is complete. —  ",Don't even ask. As I said above the quality of reviews has deteriorated to a pathetic level. We need reviwers of superb calibre like you. —  ,[0. 0. 0.],0,[0. 0. 0.],0
Please fix your spelling. —  ,Added more info to the article. ,[0. 0. 0.],0,[0. 0. 0.],0
Can we just agree to disagree on that one and leave it in? '''''' ''()'',btw- what baout our lgbt rights page? weve one issue left?(  ).,[0. 0. 0.],0,[0. 0. 0.],0
"Looks fine to me (though I would use commas rather than parentheses as I am a pedant). Go ahead and change it, if you like - it's certainly not my place to say you can't!   ⋅ ","How about ""... after a lesbian opera singer (upon whom Persons had a crush) mentioned that she had trouble identifying with ...""?  ",[0. 0. 0.],0,[0. 0. 0. 0.],0
" Indeed! Considering the source, you could take this as a compliment JPS. I left a comment here. Did I hit the mark, or did I miss anything? Let me know.   ", Push out your chest and suck in your stomach  ,[0. 0. 0.],0,[0. 0. 0.],0
"See box above. It's the only way; draft in userspace now had to remain, complete with history.  ",Can't we just oversight the original edit?  ,[0. 0. 0.],0,[0. 0. 0.],0
"What's wrong with the Rassmussen & Schoen book, ''Mad As Hell'', published by HarperCollins?       ","I have, also.  However, '''none''' of the ones I've seen are remotely reliable.  Are any of yours?  —   ",[1. 0. 0.],0,[0. 0. 0.],0
 Semi-protect the article. Random IPs have no business screwing with it. They can always use the talk page to provide information or make requests.   ,A list of the dead protesters is coming out today. The page will probably gonna get a lot of vandalism for many user who may have lost someone during the protest. Any idea on how to handle this?   ,[0. 1. 1.],1,[0. 1. 0.],0
Not all coverage of scandals should be discussed. See the Richard Gere talk page archives.   ,"Er... are you suggesting that being a ""very right-leaning conservative Republican"" is mutually exclusive with being gay? '''''' ",[0. 0. 0.],0,[0. 0. 0.],0
"""''Other articles are crappy too""'' is a really poor arguement to put forward as the basis for WP:BLP issues.    ","David Dreier, Larry Craig, Ed Schrock, Jim McCrery, Ed Koch, (anyone seeing a pattern here), do I need to find more examples?  ",[0. 0. 0.],0,[0. 1. 1.],1
Do we have any confidence whatsoever we're not considering articles chock-full of copyvios? ,"Perhaps instead of failing it, send the GA hold notice to the appropriate WikiProjects (like they were the editor) and use the normal 7-day hold period. ''''''",[0. 0. 0.],0,[0. 0. 0.],0
Drop in at WP:ANI if you face any further personal attacks. Take care. ,"Your edit was blatant vandalism. Consisting of a link to an unrelated site, a non-NPOV and blatant nonsense.   ",[0. 0. 0.],0,[1. 1. 0.],1
I really don't have time to deal with stupid people who don't know the difference between English and French. This discussion can rot in a sack for all I care.  ,"""English horn"" may be non-standard in those parts of the world, but I can't see how it sounds ""foreign""  at least not in the same sense I used it.   ",[1. 1. 1.],1,[1. 1. 1.],1
"That would be fine, except for the fact that there's currently no such section at COI, nor does the word even appear in the text. Is there somewhere else you might have meant?  ",I think that goes more into the Outing vs. COI section of WP:COI - unless it actually also turns into a harassment situation on wikipedia.  ,[0. 0. 0.],0,[0. 0. 0.],0
"Hmmm. The longer I stay at WP, the more I actively avoid getting into discussions I think can manage without my input...""someone else's problem""!   ",Great. Thanks for doing that. I'll take a look. Currently involved in a spat about racism and a US birth control organisation's history. I should know better. -  ,[0.  0.5 0. ],0,[0. 0. 1.],0
You again busstop ... the BBC and the Guardian neither are reporting a mob chanting jew jew jew as they sexually attacked her.  ,On what basis is sourced information being removed from the article? Here and here.  ,[0.5 0.  1. ],0,[0. 0. 1.],0
"Thusly merged. I needed to remove two refernces as they triggered a spam filter. The article needs some cleanup now, there is some repetition.  "," That seems prudent, I agree. It is better to contain the content in the Fresco article within the Venus Project article.  ",[0. 0. 0.],0,[0. 0. 0.],0
"Agree, take it out. ","Seriously, kill it already.  ",[0. 0. 0.],0,[0. 0. 0.],0
"Tagging the article was 'not nice'. Sadly, some people just act like dicks.  ","Bulldog has an appropriate name, I've clashed with him on a number of ethnicity related articles - he just can't see any encyclopaedic benefit in any article that involves ethnicity.  ",[1. 1. 1.],1,[1. 1. 1.],1
Darn. Good things always happen when I'm out to get some coffee.  ,"He ''gawn'', bye-bye. ← '''' →",[0. 0. 0.],0,[0. 0. 0.],0
"I can live with that.  Personally, I still think she's bi, but if that violates WP:OR then agree we remove both cats.   ","...That is reasonable...for all we know, she has only made out with Santana, which doesn't make her bi or lesbian. ",[0. 0. 1.],0,[0. 0. 0.],0
YEAH!!  The squeeky wheel gets the worm!   ,"Aah, ok. I will take a look.   '''·''' ",[0. 0. 0.],0,[0. 0. 0.],0
Little known fact I guess? =p We want to make the pink slice larger then (my bit of synth)? Sir William Matthew Flinders Petrie ,It might be worth noting somewhere here that Gadddafi was already selling westerners most of his oil -   ,[0. 0. 0.],0,[0. 0. 0.],0
"I agree, I find the whole concept extremely juvenile, but at least none this year's DYKs are offensive, unlike last year. –  ","Count me as a nay-sayer. Humans act stupid enough without the added incentive of a ""holiday"" to make things worse.  ",[0.  0.5 0. ],0,[0. 0. 1.],0
"Heh, you'd appreciate it, though, if you were the one taking hi-res closeup shots    •  "," Sigh, that sucks. I hate copyright. Thanks for the clarification!  ",[0. 0. 0.],0,[0. 0. 0.],0
Isn't it amazing? I'm finding copyvios untouched since 2006.  O  ,  May have something to do with the fact that all Paknur articles are still crappy 2 line stubs 5 years after creation. At least I almost done with page 8. '''Yoenit''' ,[0. 0. 0.],0,[0. 0. 0.],0
If fanny and cock jokes are done in a sophisticated fashion they aren't an issue. The ones used on the front page were crude and obvious.   <>, - Tenebris,[1. 1. 1.],1,[1. 1. 1.],1
That'll be kind of you. Yes please. - |,Would you like to? I can set it up for you if you like.  · ,[0. 0. 0.],0,[0. 0. 0.],0
"Foxe has more than adequately addressed the two issues I raised, and improved upon the wording Ajl was concerned about. ...comments? ~''''",I tried to pull the rhetoric down a bit more.  Someone with a better grasp of LGBT issues might know where to find an appropriate quotation. ,[0. 0. 0.],0,[0. 0. 0.],0
"I hadn't noticed that that part was sourced to the times before now.  So yes, it was always nonsense.  If you doubt my intellectual honesty, have a look here:  -","If the Times is nonsense, why was it ever cited?  Did it become nonsense once we noticed that they use quotes around gay ""marriage""?  Or was it always nonsense and we just didn't realize it before?  ",[0. 0. 0.],0,[1. 0. 0.],0
I've seen images of that.  That would do fine.  The medal is not rare but doesn't pop up every day and I don't care to buy one anyway.,"I know, but it's up to the numismatic task force to improve the coverage, including images! I've e-mailed the NBS to ask permission to use the uniface image they have up on Flickr.- ",[0. 0. 0.],0,[0. 0. 0.],0
"Yes, CIS is making a criticism against an organization that has criticized them.","Furthermore, I repeat, CIS is not inventing accusations against the SLPC, they are citing criticisms made by others. ",[0. 0. 0.],0,[0. 0. 0.],0
You old dog. ,I can see it's true (charming now). ,[1.  0.  0.5],0,[1. 0. 0.],0
"Then you're just a hypocrite (""When I said I was an inclusionist I meant that I don't want to delete any info..."") wasting my time. I'm finished talking to you. ","Ah, so that's what you meant. Alas I only have one lifetime. This is just something I ran into, so I deal with this. Don't ask me to save the world. My little corner in it suffices. ) ",[1. 1. 1.],1,[1. 1. 1.],1
So how would you make sure the child grows up gay? ,"They really wouldn't be any different in that respect than the Vatican.  Besides, some gay couples do intend to raise children, whether it be through adoption or a surrogate spouse.  '''' /",[0.  0.5 1. ],0,[1. 0. 0.],0
" Alright, I closed it. ) I think there are some scans on a fansite of hers. '''℥'''·"," Aww, man, that sucks! You'll be able to get it eventually. xD I really wanna get the GLITTERATI EDITION one of these days. It looks sick!! '''℥'''·",[0. 0. 0.],0,[0. 0. 0.],0
"Aha, well, post vandalism reports on Commons on that page I mentioned above and they'll be handled. ···? ·  ·  · Join WikiProject Japan!","Oh, its fixed now. Earlier there was a huge gay pornographic picture when you enter the gallery section.  ",[0. 0. 0.],0,[0. 0. 0.],0
"Yay! Only 30 mins to go (for Britain) 'till we all shout ""BULLSHIT!""  ",Mind filling the rest of us in on this so we know what to look for? =p Sir William Matthew Flinders Petrie | ,[1. 1. 1.],1,[1. 1. 1.],1
" That is true, . Unless an individual acknowledges, or there is clear factual evidence of, a particular sexual orientation, nothing should be assumed or ""figured"", IMO.  ","Even if that's true, and it sounds very hearsay, that would make him gay-for-pay, not actually gay or bi. There's a big difference.  ",[0. 0. 0.],0,[0. 0. 0.],0
Congrats from me too. You'll do a damn fine job in the position.  ] [majestic titan],Congratulations on your appointment! It's difficult to think of anyone better suited for this position; I look forward to seeing you in action.  ] ],[0. 1. 0.],0,[0. 0. 0.],0
"Are you saying that I am calling all Germans Nazis?
","You blamed the whole nation in Nazism. That is not tolerable. You must remove that statement, and ''never'' return to these allegations again. ",[0.  0.  0.5],0,[0.5 1.  0.5],1
Want to help purge his userspace?  ,"Yes, I see. Thanks — ",[1. 1. 0.],1,[0. 0. 0. 0.],0
I'm confident I didn't have sex with anyone. One can tell.  ,I vaguely recall Chinese people in the store. I wasn't with anyone then... that I knew about.  ,[0. 0. 0.],0,[0. 0. 1.],0
 LOOOOL. Yeah that would be Glastonbury on the 26th.  ," Lol well i go out clubbing a lot so i'm often up until 2/3am, sometimes 5/6am! I didn't know she was here? Is she?  ",[0. 0. 0.],0,[0. 0. 0.],0
Please Wikipedia:Sign your posts on talk pages. Thanks. ,Wtf? Since when is Spencer gay? Didn't he have a long-time girlfriend or something?,[0. 0. 0.],0,[0. 1. 0.],0
I also agree the black is unacceptable.  ,"I changed the color back as the color's in the infobox must remain neutral until the DVD release color can be matched. If Black is harder to read, then another neutral color will need to be added.  ",[0. 0. 1.],0,[0. 0. 0.],0
Best you sort that out with the nominator then I guess. Let me know what the outcome is and I'll revisit the close if necessary.  '''',"Well, I went to Wiktionary:Visible penis line but there appears to be no text there....  ",[0. 0. 0.],0,[0. 0. 0.],0
I highly disagree on splitting characters into a list for simply navigational purposes. Its not informative at all. A list of," And if anybody has doubts that LGBT characters in video games might not be a notable topic, see .  ",[0. 0. 0.],0,[0. 1. 0.],0
"Ronz, I have issued a warning to you on your talk page.  Your threats and insults against others are not acceptable. ",Thanks for apologizing for your mistake.  ,[0. 0. 0.],0,[1. 0. 0.],0
"That's a good idea, got a link?.. ","Hmm, fair enough. Have you posted at any LGBT or related noticeboards/WikiProjects etc. for input? They're probably the best people to explain these kind of matters... ",[0. 0. 0.],0,[0. 0. 0.],0
Ha! Your feigned innocence isn't fooling anybody. We know that you admins pull in the big bucks!  • ,"''Extra''? What are you implying? If any such bonus were in existence, you'd deserve it for that. What a charmer. of",[0. 1. 0.],0,[0. 1. 0.],0
 No need to get all huffy! It is not at all clear to a number of us at this point whether this user has been blocked legitimately. This block needs further review. ," I've removed it again, please do not undo my admin actions, I am an admin who has reviewed his reqeusted and is denying it. ()",[0. 0. 1.],0,[1. 0. 1.],1
"You deleted more than what was under consideration, and the substance I did present were well sourced. ..असक्तः सततं कार्य कर्म समाचर | असक्तः हि आचरन् कर्म..","Yes I deleted your sentence.  There is no basis for it whatsoever.  Even one of your own sources DIRECTLY contradicts you, as I mentioned in my first statement.   ",[0.],0,[0. 1. 0.],0
6 years ago! wow time flies ,New user? • ,[0. 0. 0.],0,[0. 0. 0.],0
I'll take a look. of,"Lady, anytime you want to take over on Talk:Louis Van Amstel, be my guest. I'm going to shoot myself.  ",[0. 0. 0.],0,[0.  0.5 0.5],0
There is nothing in that policy prohibiting a report by an organization. Be it Greenpeace or CIS. ,This is not a forum for engaging in political debates.  I'm simply explaining policy.  CIS is not considered a reliable source by wikipedia standards.   ,[0. 0. 0.],0,[0. 0. 0.],0
What do you mean? why do you ask me what I want you to change if you are gonna disagree with it.  ,"Well, respectfully I disagree.  ",[0. 0. 0.],0,[0. 0. 1.],0
"I guess if you keep typing the same mistake, I can keep typing its correction: Blanchard did not offer a hypothesis about what causes transsexualism. ","Also, are you telling me that clustering people into four groups using K-mean clustering is not subdividing them in four groups with the labels asexual, bisexual, heterosexual and homosexual?   ",[0. 0. 1. 0. 1. 0.],0,[0. 1. 0. 0. 0. 1.],0
" This image was part of the Euroscepticism article up until sometime earlier today when  removed it saying: ""no need to have this here, it is offensive and there already is a photo below""","...so presumably that explains why this is limited to user pages?  I apologise for being naive, but surely your point agrees with everything that has been said in defence of this image?   ",[0. 0. 0.],0,[0. 0. 1.],0
" Actually I think I asked it from . But anyways, let me see what they have to say first... ","I'm not unblocking , as I still believe he is a sockpuppet.  I'm having this investigated at the moment.  - ",[0. 0. 0.],0,[0. 0. 0.],0
"Yes, you were warned. But you kept doing it. And you got warned again. And still keep doing it. I guess me warning you as well in't going to help, is it?  ",I was already warned. Now you're harassing me. Disgusting.  ,[0. 0. 0.],0,[1. 1. 1.],1
See Wikipedia:Articles for deletion/2011 Virginia earthquake. ''' ''',Show me i dont see any and i cant comment and defend myself to the false statements about me made at the report i made  ,[0. 0. 0.],0,[0. 0. 0.],0
You mad brah?  ,"It's not allowed for any source, last I checked. ",[0. 0. 1.],0,[0. 1. 1.],1
" Dates would be best kept in ISO format (yyyy-mm-dd) and then rendered as users say in ''user-preferences''; ISO is unambiguous, and *standard*. Americans can't spell, either.  —", I completely agree on that. '''Yoenit''' ,[0. 1. 1.],1,[1. 1. 1.],1
Inherited? WTF?! Who would they have to be?  ,Notability isn't inherited. The bands contributing to any particular compilation album don't automatically make the album itself notable.  ,[1. 1. 1.],1,[0. 1. 1.],1
Fair enough. Still really weird and probably worthy of WP:OVERSIGHT if you really feel like you don't want that kind of thing kept on a public database.  ,"Well it's hardly outing. And I'm 27 y.o. Atheist, not a 60 y.o. Christian. Either way, I'll sleep soundly tonight.  { /  / physics / books}",[0. 0. 0.],0,[0. 0. 1.],0
"Well it helps if you read some of the stuff you revert. Here. You're telling me Jews like Mordechai (a Benjamite!) are descendants of ""Aryan tribes""??? ","Who is talking about a ""Persian race""? See ethnic group. ",[0. 1. 0.],0,[0. 1. 1.],1
"It is forbidden by the ICANN, not by us"," Well that sucks. Go to hell, Catalan.  ",[0. 0. 0.],0,[0. 0. 1.],0
" David, I'm sorry but you are wrong... he didn't refer to ''you'' but your ''entry''... there is a difference.  ","OK, I will spell it out. Irishpunktom is saying that I am perverted because I am gay. That is unacceptable.  | ",[0. 0. 0.],0,[0. 0. 0.],0
"Anna says some of her Chinese students are investigating it now. They're learning about Wikipedia, so I thought it might be a good practical exercise.  ",Good-oh D Thanks!   …,[0. 0. 0.],0,[0. 0. 0.],0
Did you notice the poster had the picture being used on Gilly's wiki page!!! Laziness on HO's part but made me smile ,Do redirects to non list entries that go to an actual page but are redirects because of wrong or moved page names like Mitzeee Minniver need banners? ,[0. 1. 1.],1,[0. 0. 1.],0
"Do not ask me! By the way, what do you think about Limp Bizkit s ""Significant Other""?","No. They both suck, but anything by Linkin Park sucks far far more. ",[0. 0. 0.],0,[0. 0. 1.],0
"Make nice, children. The market, Ceoil, remains arid. I'm doing a bit more freelance writing and some teaching, but nary a painting.  ",A we love you really you big sweary bastard.  ,[0. 0. 0.],0,[1. 0. 1.],1
"The discussion developed and concluded very successfully, no thanks to you. You have added nothing to it, except your defense of a ""Fuck"" commentand you can sleep with that, buddy. Good night.  ","DocKino, frustration at your behaviour is hardly surprising; kindly let the discussion develop and conclude before declaring consensus, as you did in your recent edit comment.  ",[1. 1. 1.],1,[1. 1. 1.],1
"Unless you self-revert at CS Lewis, I'm going to report you for edit-warring. This is getting ridiculous. Per WP:BRD, you must get consensus for your changes. ","That may be so, but that's not how Wikipedia works. ",[0. 0. 1.],0,[0. 0. 0. 0.],0
"I must admit I was kind of hoping, too. ) ","Damn Siddle, I thought Australia were about to make history.  ",[0. 0. 0.],0,[0. 0. 1.],0
"I see a lot of well referenced material that most editors have agreed should be included.   Uploading a picture of Hitler is silly, but no more silly that some of the personal attacks made here  ","This edit made me lose it with the individual, coupled with what Alexandre8's above comment shows this is one editor we can do without.  ",[0. 0. 0.],0,[0. 0. 0.],0
"Just playing devil's advocate here, but the fact that ""homophobia"" ends with phobia doesn't prove that ""Islamophobia"" is ""the accepted term"".  ",'''Oppose''' as islamophobia is the accepted term. Compare with for instance homophobia. //  ,[0. 0. 0.],0,[0. 0. 0.],0
I went ahead and made the change.  Did a little civics study as well and am now more knowdedgable.  Thanks!   ,"WP:IAR cool.  I hadn't seen that one before.
And don't forget, rules are made to be edited....by anyone.
And I concur with using the word abrogation.  Good civics lesson. ",[0. 0. 0.],0,[0. 0. 0.],0
"If there was community consensus to strike for gay marriage in Australia, then why not? It might be a difficult consensus to achieve, but...  ","No, I'm saying that in this case, your comparison is invalid. Gay marriage bills in Australia do not affect the Wikimedia Foundation's operations. SOPA does. —''Jeremy'' v^_^v Components:  ",[0.  0.  0.5],0,[0. 0. 0.],0
Thats right. I noticed someone moved the dispute part and created a new article but some other person brought the materials back here. mmmm edit wars.. what more to say *sigh*.  ,Makes sense but the majority of the dispute section should be cut out of this article.  ,[0. 0. 0.],0,[0. 0. 0. 0.],0
"Oops, got it mixed up. It's the main Toy Story guy. (Buzz Lightyear) — '''·''' [  ]",What? That reviewer wrote some crap then. Lol.  ,[0. 0. 0.],0,[0. 1. 0.],0
"I was going to say, I've lived both places, and Deb's view doesn't bear any resemblance to my experiences at all.  ","They are certainly not both mistaken. You are. In the UK, ""cunt"" is categorically not a sexist insult. It isn't used about women and I've never heard it used towards a woman. ",[0. 0. 0.],0,[1.  1.  0.5],1
Yes massa. Now you please play nice and stop being disruptive.  ,"Please find ""more productive"" things to do other than commenting on my talk page! =//= ",[0.  0.  0.5],0,[1. 1. 1.],1
"Thanks! I've posted on the WP Classical Music talk page, and the ""revival"" is not mentioned on Wikipedia:Wikipedia Signpost/2012-01-02/WikiProject report.  ",That's good. I've made a new section for former and inactive members and moved some of the people no longer on WP to there. Another project worth contacting would be Classical music. '''',[0. 0. 0.],0,[0. 0. 0.],0
 The topics of evolution and homosexuality are already mentioned in the article. , Yes can we pleae have the anti Darwin and anti gay parts back?  ,[0. 0. 0.],0,[0. 0. 0.],0
" Lecen, if you're not capable of remaining civil and not resort to personal attacks, perhaps you should take a break from this discussion.  "," ""... ''flows much better, much clearer, than '''clumsy, ugly, low recognition''' Portuguese spellings''."" After this comment, you should have remained silent.  ",[0. 0. 0.],0,[1. 1. 1.],1
"That was not my argument, please don't put words in my mouth. RS doesn't apply as it isn't a source. Nothing is being sourced from it, it's merely a link.  ","That is absurd logic.  We don't use sources that we know are questionable, and your argument that since it is Wikionary RS doesn't apply is ridiculous.   ",[0. 0. 0.],0,[0. 1. 0.],0
{done}} - I have done what I can do. Pls all jupin copy edit at will. I will lrt articel sit for a bit then go for a review. ,Agree the Iraq War and  Afghanistan section can be trimmed and updated. As for Multiculturalism think it was a typo..as multilateral is what the ref say. Will work on all points raised latter today. ,[0. 0. 0.],0,[0. 0. 0. 0.],0
And why should I answer any q you have now after your disruption. Go search the talk archives. ,You haven't answered my questions and requests for sources. Where in the consensus does it say not to represent the homosexual activists words upfront and accurately? -  | ,[0. 0. 0.],0,[1. 0. 1.],1
So silly of me. P  ,V'''andals''' + '''fan'''s = Fandals ) . Grammatically incorrect? '''Correct it!''' ,[0. 0. 0.],0,[0. 0. 0.],0
"There's nothing ""alleged"" about santorum's stance. It's abundantly documented.  ","Of course what they meant to say was ""Santorum's allegedly anti-homosexual stance and policies"". A simple oversight I'm sure.  ",[0. 0. 0.],0,[0. 0. 0.],0
"Because for the vast majority of people, heterosexual marriage was the only kind that they knew about until within the last 20 years.  Consult article ""retronym""...  ","Well maybe there should be. Currently, Heterosexual marriage is an empty page. Why should Gay marriage be more interesting, if the other type could fill a book?  ",[0. 0. 0.],0,[0. 0. 0.],0
" Does it matter that Wittgenstein did not, or could not, express physically his feelings towards someone he loved? But I'm not sure why Lestrade's comment is ""homophobic"".  ",He's just interesting in spreading homophobia everywhere in wikipedia. His commentary is silly and uninteresting.  ,[0. 0. 0.],0,[0. 0. 0.],0
"I was refering to ''Dave1185's'' talk page. After all, it wasn't you who called me stupid o) ",I watch this page too. ← '''' →,[1. 1. 0.],1,[0. 0. 0.],0
Black square bottom left and queen on its own colour. Works for either colour and ensures both board and pieces are correctly set up.  ,"The queen is on the left for White, and on the right for Black. ",[0. 0. 0.],0,[0. 0. 0.],0
"You may be prepared to turn a blind eye to bullshit, but I'm not.  ",I think it is far more constructive if we focus on brainstorming solutions to the problem rather than attacking or criticizing individual editors.  ,[1. 1. 1.],1,[1. 1. 1.],1
"I know it can be annoying, but one person's opinion does not a consensus make  ) - ",I can't take any credit. I'm conscientious only because I'm afraid people will keep calling me a dick.  ,[0. 0. 0.],0,[0. 0. 0.],0
Ok. I'll go for the Hold It Against Me one too then. ) -  ,I think that black and white one looks horrible personally. It's dull and she looks weird in it. All for the Hold It Against Me one though.  ,[0. 0. 0.],0,[0. 0. 0.],0
My point is that IP editors may be in violation of Wikipedia:Sock puppetry even if they have never registered an account (so I'm talking about accounts other than Instantnood socks).  ,There is no evidence that  has ever edited with an IP outside of Hong Kong - and the behaviour doesn't tally either. Almost all the disruption on pages on Greater China comes from Hong Kong.   <>,[0. 0. 0.],0,[0. 0. 0.],0
You should both tone it down. of,"Well, he called me a ""troll"" and a ""religious nut"". I will not put up with such nonsense from him.  ",[0. 0. 0.],0,[0. 0. 0.],0
The less citations sourced to Metapedia the better in my opinion. '''',Why is metapedia.org in the spam blacklist? We can't source our citations!  ,[0. 0. 0.],0,[0. 0. 0.],0
Why are you so hostile? Calgacus! - Does it tell me something? ," Yeah. I don't know about anyone else, but you've convinced me. I'm stunned that more people aren't falling over themselves to stick a POV tag on the Project page. - ''' ('''')'''",[0. 0. 1.],0,[0.5 1.  1. ],1
Yes it was - thanks! This article is rubbish. It needs a rewrite from start to finish. Are we to understand sodomy purely in religious terms? But where do we start?  , Do you remember the name of the programme? Are you sure it's not this one?  ,[1. 1. 1.],1,[0. 0. 0.],0
 Hey Buster. Is there a way to communicate with you privately like email or chat off Wikipedia?," Awesome. Appreciate your time Buster. Yah, I'm trying to keep things civil RE CREWE and mind my own business.   ",[0. 0. 0.],0,[0. 0. 0.],0
" Well, that's not what I see. I'd like to look it exactly the way you see it. .", you could do  and just remove the trailing bullets.  ,[0. 0. 0.],0,[0. 0. 0.],0
"Oh and I'd also support the elimination of the Grey Squirrel in the UK.  All of them, dead.  ","They did, rather misguidedly.  ",[0. 0. 1.],0,[0. 0. 1.],0
I pray to god that's a typo.  ,Looks to me like Richard of W. is scribing out the chapter ring for his astronomical cock. The object hanging in the cupboard might be a weight for it.  ,[0. 0. 0.],0,[0.5 1.  0. ],0
"Sorry, but can someone help me translate this infomation? I just can read a small part of title, thanh you.  ",So: http://yaraon.blog109.fc2.com/blog-entry-8568.html If can trans to English: Maeda Jun will has a new visual novel Angel Beats! )  ,[0. 0. 0.],0,[0. 0. 0.],0
I added a link to the wikisource text to the article.   ,"Okey add this. first time at wikisource, so someone should check it. ",[0. 0. 0.],0,[0. 0. 0.],0
My deepest apologies are extended both your way and in the general direction of the wikipedia population. ,"I was talking about Pork Faggots, can you please not interpret everything as homophobia on wikipedia. thanks saltycum ",[0. 0. 0.],0,[0.  0.5 1. ],0
It makes perfect sense actually and I feel stupid now for not realising! lol ,"You don't take any nominations away, you just increase the wins column. Even if someone wins an award, they were still nominated for it. If that makes sense. ) -   ",[0. 1. 0.],0,[0. 0. 0.],0
"Even though the videos are ludicrous, we should have them here as they are a prime example of the sort of reality denial this article deals with. ","Since that guy fixed that red link, he may as well go ahead and re-post them. A couple more flies in the soup shouldn't make any difference. ",[0. 0. 0.],0,[0. 0. 0.],0
"I'm going to restore the previous, sourced, version, as a temporary measure.  ","Maintain penile hygiene?  Like water fails?  Do we advocate female circumcision to maintain hygiene of the vulva? It's original research, unsupported by ref 10.  ",[0. 0. 0.],0,[0. 0. 0.],0
"Thats a shame as I stated above, I said I'd be willing to help find some relevant information, and I guess you haven't bothered to look at that the article. ",The only thing disheartening here is your myopic intransigence.  - '''''''''',[0. 0. 0.],0,[1. 1. 0.],1
"Loewen is a sociologist and has not published any scholarship on Buchanan, which wiki rules say we need for a RS.  ","''qnotes'' has an article entitled, ""James Buchanan: America’s first gay president?"". It quotes James W. Loewen, a historian with a long list of published books.  ",[0. 0. 0.],0,[0. 0. 0.],0
"The topic is you, not MMA. I'll bypass your nonsensical stab.  ",Thanks. It's a tad frustrating that this topic keeps attracting ''that'' type of editor. I'll step away from it for a bit and see what happens.  ,[0. 1. 1.],1,[1.  0.5 1. ],1
... you're equating a block on Wikipedia with the Holocaust? Seriously? — ," Well, we want admins to avoid enacting the ""Final Solution"" against other editors, which might get more difficult to resist if their frustrations escalate. -",[1. 0. 1.],1,[0. 0. 0.],0
Haha. Is it the same IP?  ,"It's also happened over on The Smoking Man and Fox Mulder in the past. In fact, the history of the Fox Mulder article is ridiculous.  ",[0. 0. 0.],0,[0. 0. 0.],0
"Could be that everyone's bored shitless watching you two debate hyphenation, nitpick spelling and drag your personal dislike for each other from page to page. ··"," What's wrong with this one? Everybody seems to enjoy the show, yet strangely nobody is commenting on any of the issues. ",[1. 1. 1.],1,[1. 1. 1.],1
So you're gay? I knew it!  ,You needed 6 edits for that very mature comment? Congratulations on finally succeeding! With gay regards!  ,[0.  0.  0.5],0,[1.  0.5 1. ],1
